Line Name,End 1 Bus Name,End 2 Bus Name,In Service,Resistance (pu),Reactance (pu),Susceptance (pu),Actual Capacity (MW),Maximum Angle Limit (degree),B,Nature of Line,,,,Thermal Limit (MVA),Angle Limit,Anlge Limiting,Thermal Limit,,,,,,,,
L174,N_2285,N_2259,1,0.004864863,0.047761003,0.699003957,1000,35,-20.93758377,AC,,2,2,1000,1096.289322, ,1000,1,,,,,,,
L175,N_2259,N_2237,1,0.000508557,0.004992786,0.073071682,1000,35,-200.2889957,AC,,2,2,1000,10487.10729, ,1000,1,,,,,,,
L176,N_2286,N_2276,1,0.003286769,0.032267998,0.472256797,1000,35,-30.99045686,AC,,2,2,1000,1622.656527, ,1000,1,,,,,,,
L177,N_2286,N_2274,1,0.002864807,0.028125369,0.411627546,1000,35,-35.5550887,AC,,2,2,1000,1861.660091, ,1000,1,,,,,,,
L178,N_2274,N_2275,1,0.000518727,0.005092629,0.074532934,1000,35,-196.362241,AC,,2,2,1000,10281.5029, ,1000,1,,,,,,,
L179,N_2276,N_2275,1,0.000254798,0.002501486,0.036610379,1000,35,-399.7624294,AC,,2,2,1000,20931.51186, ,1000,1,,,,,,,
L180,N_2274,N_2276,1,0.000710928,0.00697957,0.102149169,1000,35,-143.275311,AC,,2,2,1000,7501.87774, ,1000,1,,,,,,,
L181,N_2274,N_2276,1,0.000710928,0.00697957,0.102149169,1000,35,-143.275311,AC,,2,2,1000,7501.87774, ,1000,1,,,,,,,
L182,N_2286,N_2289,1,0.000508378,0.00499102,0.073045838,1000,35,-200.359859,AC,,2,2,1000,10490.81769, ,1000,1,,,,,,,
L183,N_2286,N_2290,1,0.005812789,0.044315323,0.543869871,1000,35,-22.56555829,AC,,2,2,1000,1181.529869, ,1000,1,,,,,,,
L184,N_2289,N_2290,1,0.005104069,0.038912208,0.477558918,1000,35,-25.69887568,AC,,2,2,1000,1345.589984, ,1000,1,,,,,,,
L185,N_2290,N_2291,1,0.004256837,0.032453114,0.398288218,1000,35,-30.81368396,AC,,2,2,1000,1613.40072, ,1000,1,,,,,,,
L186,N_2290,N_2291,1,0.005487527,0.033633227,0.42373441,1000,35,-29.73250207,AC,,2,2,1000,1556.790168, ,1000,1,,,,,,,
L187,N_2291,N_2297,1,0.005578084,0.04252599,0.52190988,1000,35,-23.51503152,AC,,2,2,1000,1231.244171, ,1000,1,,,,,,,
L188,N_2297,N_2293,1,0.006999342,0.053361319,0.65488891,1000,35,-18.7401666,AC,,2,2,1000,981.2328288,Swap,981.2328288,0,,,,,,,
L189,N_2291,N_2261,1,0.003772558,0.047284998,0.718663689,1000,35,-21.14835659,AC,,2,2,1000,1107.325362, ,1000,1,,,,,,,
L190,N_2291,N_2261,1,0.003772558,0.047284998,0.718663689,1000,35,-21.14835659,AC,,2,2,1000,1107.325362, ,1000,1,,,,,,,
L191,N_2295,N_2257,1,0.004719643,0.035981439,0.44159039,1000,35,-27.7921068,AC,,2,2,1000,1455.191309, ,1000,1,,,,,,,
L192,N_2253,N_2257,1,0.006964692,0.053097154,0.651646896,1000,35,-18.83340097,AC,,2,2,1000,986.1145687,Swap,986.1145687,0,,,,,,,
L193,N_2185,N_2285,1,0.00009,0.0122,0,2500,35,-81.96721311,AC,,1,2,2500,4291.793243, ,2500,1,,,,,,,
L194,N_2185,N_2285,1,0.00009,0.0122,0,2500,35,-81.96721311,AC,,1,2,2500,4291.793243, ,2500,1,,,,,,,
L195,N_2116,N_2216,1,0.00009,0.0122,0,2500,35,-81.96721311,AC,,1,2,2500,4291.793243, ,2500,1,,,,,,,
L196,N_2116,N_2216,1,0.00009,0.0122,0,2500,35,-81.96721311,AC,,1,2,2500,4291.793243, ,2500,1,,,,,,,
L197,N_2170,N_2270,1,0.00009,0.0122,0,2500,35,-81.96721311,AC,,1,2,2500,4291.793243, ,2500,1,,,,,,,
L198,N_2170,N_2270,1,0.00009,0.0122,0,2500,35,-81.96721311,AC,,1,2,2500,4291.793243, ,2500,1,,,,,,,
L199,N_2127,N_2227,1,0.00009,0.0122,0,2500,35,-81.96721311,AC,,1,2,2500,4291.793243, ,2500,1,,,,,,,
L200,N_2127,N_2227,1,0.00009,0.0122,0,2500,35,-81.96721311,AC,,1,2,2500,4291.793243, ,2500,1,,,,,,,
L201,N_2153,N_2253,1,0.00009,0.0122,0,2500,35,-81.96721311,AC,,1,2,2500,4291.793243, ,2500,1,,,,,,,
L202,N_2153,N_2253,1,0.00009,0.0122,0,2500,35,-81.96721311,AC,,1,2,2500,4291.793243, ,2500,1,,,,,,,
L203,N_2195,N_2295,1,0.00009,0.0122,0,2500,35,-81.96721311,AC,,1,2,2500,4291.793243, ,2500,1,,,,,,,
L204,N_2215,N_2415,1,0.0036,0.05,0,1000,35,-20,AC,,2,4,1000,1047.197551, ,1000,1,,,,,,,
L205,N_2215,N_2415,1,0.0036,0.05,0,1000,35,-20,AC,,2,4,1000,1047.197551, ,1000,1,,,,,,,
L206,N_2185,N_2984,1,0,0.002,0,3000,35,-500,AC,,1,9,3000,26179.93878, ,3000,1,,Bayswater Power Station,N_2984,2800,1,3500,0.002
L207,N_2285,N_2985,1,0,0.112,0,3000,35,-8.928571429,AC,,2,9,3000,467.4989068,Swap,467.4989068,0,,Hunter Valley GT,N_2985,50,1,62.5,0.112
L208,N_2286,N_2986,1,0,0.002545455,0,3000,35,-392.8571429,AC,,2,9,3000,20569.9519, ,3000,1,,Liddell Power Station,N_2986,2200,1,2750,0.002545455
L209,N_2253,N_2953,1,0,0.004,0,3000,35,-250,AC,,2,9,3000,13089.96939, ,3000,1,,Mt Piper Power Station,N_2953,1400,1,1750,0.004
L210,N_2210,N_2952,1,0,0.049557522,0,3000,35,-20.17857143,AC,,2,9,3000,1056.547529,Swap,1056.547529,0,,Boco Rock Wind Farm,N_2952,113,1,141.25,0.049557522
L211,N_2239,N_2971,1,0,0.031818182,0,3000,35,-31.42857143,AC,,2,9,3000,1645.596152,Swap,1645.596152,0,,Smithfield Energy Facility,N_2971,176,1,220,0.031818182
L212,N_2270,N_2970,1,0,0.001866667,0,3000,35,-535.7142857,AC,,2,9,3000,28049.93441, ,3000,1,,Eraring Power Station,N_2970,3000,1,3750,0.001866667
L213,N_2266,N_2966,1,0,0.004117647,0,3000,35,-242.8571429,AC,,2,9,3000,12715.97026, ,3000,1,,Vales Point B Power Station,N_2966,1360,1,1700,0.004117647
L214,N_2262,N_2962,1,0,0.007734807,0,3000,35,-129.2857143,AC,,2,9,3000,6769.38417, ,3000,1,,Colongra Power Station,N_2962,724,1,905,0.007734807
L215,N_2201,N_2901,1,0,0.003555556,0,3000,35,-281.25,AC,,2,9,3000,14726.21556, ,3000,1,,Murray Power Statio,N_2901,1575,1,1968.75,0.003555556
L216,N_2202,N_2903,1,0,0.008421053,0,3000,35,-118.75,AC,,2,9,3000,6217.73546, ,3000,1,,Tumut Power Station,N_2903,665,1,831.25,0.008421053
L217,N_2212,N_2904,1,0,0.015774648,0,3000,35,-63.39285714,AC,,2,9,3000,3319.242238, ,3000,1,,GullenRange-Gunning-Cullering-Taralga WF,N_2904,355,1,443.75,0.015774648
L218,N_2203,N_2905,1,0,0.003111111,0,3000,35,-321.4285714,AC,,2,9,3000,16829.96064, ,3000,1,,Tumut 3 Power Station,N_2905,1800,1,2250,0.003111111
L219,N_2214,N_2914,1,0,0.008433735,0,3000,35,-118.5714286,AC,,2,9,3000,6208.385482, ,3000,1,,Uranquinty Power Station,N_2914,664,1,830,0.008433735
L220,N_2219,N_2919,1,0,0.023333333,0,3000,35,-42.85714286,AC,,2,9,3000,2243.994753,Swap,2243.994753,0,,Shoalhaven Power Station,N_2919,240,1,300,0.023333333
L221,N_2225,N_2925,1,0,0.012727273,0,3000,35,-78.57142857,AC,,2,9,3000,4113.99038, ,3000,1,,Tallawarra Power Station,N_2925,440,1,550,0.012727273
L222,N_2211,N_2902,1,0,0.029787234,0,3000,35,-33.57142857,AC,,2,9,3000,1757.79589,Swap,1757.79589,0,,Capital-Woodlawn WF,N_2902,188,1,235,0.029787234
L223,N_3201,N_3202,1,0.008935357,0.068121035,0.836030883,1000,35,-14.67975349,AC,,2,2,1000,768.6300951,Swap,768.6300951,0,,,,,,,
L224,N_3201,N_3202,1,0.008935357,0.068121035,0.836030883,1000,35,-14.67975349,AC,,2,2,1000,768.6300951,Swap,768.6300951,0,,,,,,,
L225,N_3201,N_3203,1,0.00168262,0.012827898,0.157433299,1000,35,-77.95509164,AC,,2,2,1000,4081.719054, ,1000,1,,,,,,,
L226,N_3401,N_3404,1,0.011716435,0.051828952,0.149384547,800,35,-19.29423527,AC,,4,4,800,1010.243796, ,800,1,,,,,,,
L227,N_3401,N_3404,1,0.011716435,0.051828952,0.149384547,800,35,-19.29423527,AC,,4,4,800,1010.243796, ,800,1,,,,,,,
L228,N_3401,N_3422,1,0.005250553,0.031276677,0.052090021,800,35,-31.97270646,AC,,4,4,800,1674.086996, ,800,1,,,,,,,
L229,N_3401,N_3422,1,0.005250553,0.031276677,0.052090021,800,35,-31.97270646,AC,,4,4,800,1674.086996, ,800,1,,,,,,,
L230,N_3401,N_3405,1,0.02081755,0.124006702,0.20652807,800,35,-8.06408027,AC,,4,4,800,422.2342556,Swap,422.2342556,0,,,,,,,
L231,N_3404,N_3405,1,0.010101821,0.044686527,0.128798215,800,35,-22.37810975,AC,,4,4,800,1171.715086, ,800,1,,,,,,,
L232,N_3404,N_3405,1,0.010101821,0.044686527,0.128798215,800,35,-22.37810975,AC,,4,4,800,1171.715086, ,800,1,,,,,,,
L233,N_3411,N_3407,1,0.017062822,0.101640406,0.169277923,800,35,-9.838606854,AC,,4,4,800,515.1482502,Swap,515.1482502,0,,,,,,,
L234,N_3411,N_3406,1,0.013504408,0.080443525,0.133975387,800,35,-12.43108138,AC,,4,4,800,650.8898989,Swap,650.8898989,0,,,,,,,
L235,N_3407,N_3408,1,0.026895518,0.118975311,0.34291785,800,35,-8.405105168,AC,,4,4,800,440.0902775,Swap,440.0902775,0,,,,,,,
L236,N_3408,N_3409,1,0.007044873,0.03116378,0.089822134,800,35,-32.08853396,AC,,4,4,800,1680.151709, ,800,1,,,,,,,
L237,N_3409,N_3410,1,0.039873015,0.17638271,0.508380936,800,35,-5.669489927,AC,,4,4,800,296.8537984,Swap,296.8537984,0,,,,,,,
L238,N_3406,N_3412,1,0.008881398,0.05290502,0.088111138,800,35,-18.90179813,AC,,4,4,800,989.6958358, ,800,1,,,,,,,
L239,N_3406,N_3412,1,0.009388646,0.041531718,0.119705235,800,35,-24.07798285,AC,,4,4,800,1260.720234, ,800,1,,,,,,,
L240,N_3406,N_3423,1,0.016411422,0.075209178,0.216772449,800,35,-13.29624964,AC,,4,4,800,696.1900033,Swap,696.1900033,0,,,,,,,
L241,N_3423,N_3412,1,0.01870312,0.111411391,0.185551097,800,35,-8.975742898,AC,,4,4,800,469.9687991,Swap,469.9687991,0,,,,,,,
L242,N_3412,N_3420,1,0.00037893,0.004218085,0.014060282,800,35,-237.0744347,AC,,4,4,800,12413.18837, ,800,1,,,,,,,
L243,N_3412,N_3420,1,0.00037893,0.004218085,0.014060282,800,35,-237.0744347,AC,,4,4,800,12413.18837, ,800,1,,,,,,,
L244,N_3112,N_3114,1,0.001928,0.025787,2.534115,2500,35,-38.77922984,AC,,1,1,2500,2030.475727,Swap,2030.475727,0,,,,,,,
L245,N_3112,N_3114,1,0.001928,0.025787,2.534115,2500,35,-38.77922984,AC,,1,1,2500,2030.475727,Swap,2030.475727,0,,,,,,,
L246,N_3112,N_3113,1,0.000437425,0.006498888,0.686070078,2500,35,-153.8724849,AC,,1,1,2500,8056.74447, ,2500,1,,,,,,,
L247,N_3112,N_3113,1,0.000437425,0.006498888,0.686070078,2500,35,-153.8724849,AC,,1,1,2500,8056.74447, ,2500,1,,,,,,,
L248,N_3420,N_3415,1,0.009061145,0.053975744,0.089894385,800,35,-18.52684056,AC,,4,4,800,970.0631031, ,800,1,,,,,,,
L249,N_3420,N_3415,1,0.009061145,0.053975744,0.089894385,800,35,-18.52684056,AC,,4,4,800,970.0631031, ,800,1,,,,,,,
L250,N_3420,N_3415,1,0.009061145,0.053975744,0.089894385,800,35,-18.52684056,AC,,4,4,800,970.0631031, ,800,1,,,,,,,
L251,N_3115,N_3102,1,0.000198689,0.002951951,0.311629479,2500,35,-338.759055,AC,,1,1,2500,17737.38264, ,2500,1,,,,,,,
L252,N_3115,N_3113,1,8.22982E-05,0.001222716,0.129078864,2500,35,-817.8512324,AC,,1,1,2500,42822.59039, ,2500,1,,,,,,,
L253,N_3113,N_3102,1,0.000298787,0.004439127,0.468626715,2500,35,-225.269504,AC,,1,1,2500,11795.08365, ,2500,1,,,,,,,
L254,N_3113,N_3102,1,0.000298787,0.004439127,0.468626715,2500,35,-225.269504,AC,,1,1,2500,11795.08365, ,2500,1,,,,,,,
L255,N_3102,N_3118,1,0.001073035,0.015942231,1.682978446,2500,35,-62.72647635,AC,,1,1,2500,3284.350621, ,2500,1,,,,,,,
L256,N_3102,N_3118,1,0.001073035,0.015942231,1.682978446,2500,35,-62.72647635,AC,,1,1,2500,3284.350621, ,2500,1,,,,,,,
L257,N_3102,N_3116,1,0.000253256,0.003762663,0.397214177,2500,35,-265.7692343,AC,,1,1,2500,13915.64457, ,2500,1,,,,,,,
L258,N_3116,N_3117,1,0.000137431,0.002041825,0.215549978,2500,35,-489.7579149,AC,,1,1,2500,25643.66446, ,2500,1,,,,,,,
L259,N_3116,N_3118,1,0.000970159,0.014413793,1.521625352,2500,35,-69.37798951,AC,,1,1,2500,3632.623036, ,2500,1,,,,,,,
L260,N_3117,N_3118,1,0.000806548,0.011982996,1.265012673,2500,35,-83.45158113,AC,,1,1,2500,4369.51457, ,2500,1,,,,,,,
L261,N_3417,N_3468,1,0.001246097,0.010546673,0.03655217,800,35,-94.81662685,AC,,4,4,800,4964.586972, ,800,1,,,,,,,
L262,N_3417,N_3468,1,0.001246097,0.010546673,0.03655217,800,35,-94.81662685,AC,,4,4,800,4964.586972, ,800,1,,,,,,,
L263,N_3416,N_3468,1,0.000122012,0.001032685,0.00357903,800,35,-968.3498114,AC,,4,4,800,50702.67756, ,800,1,,,,,,,
L264,N_3416,N_3468,1,0.000122012,0.001032685,0.00357903,800,35,-968.3498114,AC,,4,4,800,50702.67756, ,800,1,,,,,,,
L265,N_3416,N_3418,1,0.005117323,0.076333402,0.300358434,800,35,-13.10042484,AC,,4,4,800,685.9366404,Swap,685.9366404,0,,,,,,,
L266,N_3416,N_3418,1,0.012828845,0.088901643,0.164186704,800,35,-11.24838609,AC,,4,4,800,588.9641187,Swap,588.9641187,0,,,,,,,
L267,N_3416,N_3426,1,0.001732776,0.01466581,0.050828083,800,35,-68.18579873,AC,,4,4,800,3570.200073, ,800,1,,,,,,,
L268,N_3416,N_3426,1,0.001732776,0.01466581,0.050828083,800,35,-68.18579873,AC,,4,4,800,3570.200073, ,800,1,,,,,,,
L269,N_3416,N_3424,1,0.003080034,0.026068693,0.090347663,800,35,-38.36018889,AC,,4,4,800,2008.534794, ,800,1,,,,,,,
L270,N_3416,N_3429,1,0.012282746,0.085117274,0.157197598,800,35,-11.74849656,AC,,4,4,800,615.1498414,Swap,615.1498414,0,,,,,,,
L271,N_3416,N_3429,1,0.012282746,0.085117274,0.157197598,800,35,-11.74849656,AC,,4,4,800,615.1498414,Swap,615.1498414,0,,,,,,,
L272,N_3416,N_3429,1,0.0122778,0.085083,0.1571343,800,35,-11.7532292,AC,,4,4,800,615.3976418,Swap,615.3976418,0,,,,,,,
L273,N_3416,N_3429,1,0.0122778,0.085083,0.1571343,800,35,-11.7532292,AC,,4,4,800,615.3976418,Swap,615.3976418,0,,,,,,,
L274,N_3415,N_3424,1,0.000880999,0.006260577,0.046792973,800,35,-159.7296855,AC,,4,4,800,8363.426774, ,800,1,,,,,,,
L275,N_3415,N_3424,1,0.000880999,0.006260577,0.046792973,800,35,-159.7296855,AC,,4,4,800,8363.426774, ,800,1,,,,,,,
L276,N_3424,N_3428,1,0.000575657,0.005960702,0.020607291,800,35,-167.7654675,AC,,4,4,800,8784.179335, ,800,1,,,,,,,
L277,N_3424,N_3428,1,0.000575657,0.005960702,0.020607291,800,35,-167.7654675,AC,,4,4,800,8784.179335, ,800,1,,,,,,,
L278,N_3424,N_3421,1,0.0064,0.0391,0.365,800,35,-25.57544757,AC,,4,4,800,1339.127303, ,800,1,,,,,,,
L279,N_3424,N_3427,1,0.001676893,0.014192837,0.049188872,800,35,-70.45807861,AC,,4,4,800,3689.176369, ,800,1,,,,,,,
L280,N_3424,N_3402,1,0.000692434,0.004775408,0.015758847,800,35,-209.4061802,AC,,4,4,800,10964.48196, ,800,1,,,,,,,
L281,N_3424,N_3402,1,0.000692434,0.004775408,0.015758847,800,35,-209.4061802,AC,,4,4,800,10964.48196, ,800,1,,,,,,,
L282,N_3424,N_3425,1,0.000827345,0.009209653,0.030698843,800,35,-108.5817242,AC,,4,4,800,5685.325787, ,800,1,,,,,,,
L283,N_3425,N_3416,1,0.001208271,0.013449966,0.044833222,800,35,-74.3496276,AC,,4,4,800,3892.937398, ,800,1,,,,,,,
L284,N_3426,N_3428,1,0.000360154,0.003662434,0.232273147,800,35,-273.0424428,AC,,4,4,800,14296.46887, ,800,1,,,,,,,
L285,N_3427,N_3416,1,0.000684664,0.007621387,0.025404624,800,35,-131.2097074,AC,,4,4,800,6870.124212, ,800,1,,,,,,,
L286,N_3114,N_3130,1,0.000252115,0.003372037,0.331373513,2500,35,-296.5566779,AC,,1,1,2500,15527.67134, ,2500,1,,,,,,,
L287,N_3114,N_3130,1,0.000252115,0.003372037,0.331373513,2500,35,-296.5566779,AC,,1,1,2500,15527.67134, ,2500,1,,,,,,,
L288,N_3422,N_3421,1,0.018932603,0.112778383,0.187827766,800,35,-8.866947489,AC,,4,4,800,464.2722849,Swap,464.2722849,0,,,,,,,
L289,N_3422,N_3421,1,0.018932603,0.112778383,0.187827766,800,35,-8.866947489,AC,,4,4,800,464.2722849,Swap,464.2722849,0,,,,,,,
L290,N_3118,N_3119,1,0.000104082,0.001420173,0.157584587,2500,35,-704.1395413,AC,,1,1,2500,36868.66017, ,2500,1,,,,,,,
L291,N_3118,N_3119,1,0.000104082,0.001420173,0.157584587,2500,35,-704.1395413,AC,,1,1,2500,36868.66017, ,2500,1,,,,,,,
L292,N_3118,N_3119,1,0.000104082,0.001420173,0.157584587,2500,35,-704.1395413,AC,,1,1,2500,36868.66017, ,2500,1,,,,,,,
L293,N_3405,N_3470,1,0.013232228,0.078822194,0.131275127,800,35,-12.68678211,AC,,4,4,800,664.278358,Swap,664.278358,0,,,,,,,
L294,N_3470,N_3411,1,0.003442379,0.020505682,0.034151371,800,35,-48.76697115,AC,,4,4,800,2553.432638, ,800,1,,,,,,,
L295,N_3410,N_3471,1,0.020611029,0.091175175,0.262790615,800,35,-10.96789775,AC,,4,4,800,574.2777833,Swap,574.2777833,0,,,,,,,
L296,N_3471,N_3406,1,0.005548087,0.024542581,0.070738113,800,35,-40.74551122,AC,,4,4,800,2133.429978, ,800,1,,,,,,,
L297,N_3115,N_3113,1,8.22982E-05,0.001222716,0.129078864,2500,35,-817.8512324,AC,,1,1,2500,42822.59039, ,2500,1,,,,,,,
L298,N_3115,N_3113,1,8.22982E-05,0.001222716,0.129078864,2500,35,-817.8512324,AC,,1,1,2500,42822.59039, ,2500,1,,,,,,,
L299,N_3115,N_3113,1,8.22982E-05,0.001222716,0.129078864,2500,35,-817.8512324,AC,,1,1,2500,42822.59039, ,2500,1,,,,,,,
L300,N_3418,N_3429,1,0.001819641,0.012609794,0.023288215,800,35,-79.30343476,AC,,4,4,800,4152.318134, ,800,1,,,,,,,
L301,N_3418,N_3429,1,0.001819641,0.012609794,0.023288215,800,35,-79.30343476,AC,,4,4,800,4152.318134, ,800,1,,,,,,,
L302,N_3201,N_3401,1,0,0.0293,0,1000,35,-34.12969283,AC,,2,4,1000,1787.026538, ,1000,1,,,,,,,
L303,N_3201,N_3401,1,0,0.0293,0,1000,35,-34.12969283,AC,,2,4,1000,1787.026538, ,1000,1,,,,,,,
L304,N_3201,N_3401,1,0,0.0293,0,1000,35,-34.12969283,AC,,2,4,1000,1787.026538, ,1000,1,,,,,,,
L305,N_3112,N_3412,1,0,0.0182,0,2500,35,-54.94505495,AC,,1,4,2500,2876.916349, ,2500,1,,,,,,,
L306,N_3112,N_3412,1,0,0.0182,0,2500,35,-54.94505495,AC,,1,4,2500,2876.916349, ,2500,1,,,,,,,
L307,N_3115,N_3415,1,0,0.02795,0,2500,35,-35.77817531,AC,,1,4,2500,1873.340879,Swap,1873.340879,0,,,,,,,
L308,N_3115,N_3415,1,0,0.02795,0,2500,35,-35.77817531,AC,,1,4,2500,1873.340879,Swap,1873.340879,0,,,,,,,
L309,N_3115,N_3415,1,0,0.02795,0,2500,35,-35.77817531,AC,,1,4,2500,1873.340879,Swap,1873.340879,0,,,,,,,
L310,N_3102,N_3202,1,0,0.01184,0,2500,35,-84.45945946,AC,,1,2,2500,4422.286956, ,2500,1,,,,,,,
L311,N_3202,N_3402,1,0,0.0245,0,1000,35,-40.81632653,AC,,2,4,1000,2137.13786, ,1000,1,,,,,,,
L312,N_3202,N_3402,1,0,0.0245,0,1000,35,-40.81632653,AC,,2,4,1000,2137.13786, ,1000,1,,,,,,,
L313,N_3116,N_3416,1,0,0.01824,0,2500,35,-54.8245614,AC,,1,4,2500,2870.607322, ,2500,1,,,,,,,
L314,N_3116,N_3416,1,0,0.01824,0,2500,35,-54.8245614,AC,,1,4,2500,2870.607322, ,2500,1,,,,,,,
L315,N_3117,N_3417,1,0,0.01824,0,2500,35,-54.8245614,AC,,1,4,2500,2870.607322, ,2500,1,,,,,,,
L316,N_3118,N_3418,1,0,0.0331,0,2500,35,-30.21148036,AC,,1,4,2500,1581.869413,Swap,1581.869413,0,,,,,,,
L317,N_3118,N_3418,1,0,0.0331,0,2500,35,-30.21148036,AC,,1,4,2500,1581.869413,Swap,1581.869413,0,,,,,,,
L318,N_3118,N_3418,1,0,0.0331,0,2500,35,-30.21148036,AC,,1,4,2500,1581.869413,Swap,1581.869413,0,,,,,,,
L319,N_3118,N_3418,1,0,0.0331,0,2500,35,-30.21148036,AC,,1,4,2500,1581.869413,Swap,1581.869413,0,,,,,,,
L320,N_3114,N_3314,1,0,0.022,0,2500,35,-45.45454545,AC,,1,3,2500,2379.994435,Swap,2379.994435,0,,,,,,,
L321,N_3114,N_3314,1,0,0.022,0,2500,35,-45.45454545,AC,,1,3,2500,2379.994435,Swap,2379.994435,0,,,,,,,
L322,N_3406,N_3906,1,0,0.017337461,0,3000,35,-57.67857143,AC,,4,9,3000,3020.042938, ,3000,1,,Waubra-Mt Mercer WF,N_3906,323,1,403.75,0.017337461
L323,N_3421,N_3921,1,0,0.041481481,0,3000,35,-24.10714286,AC,,4,9,3000,1262.247048,Swap,1262.247048,0,,Eildon PS,N_3921,135,1,168.75,0.041481481
L324,N_3118,N_3918,1,0,0.01,0,3000,35,-100,AC,,1,9,3000,5235.987756, ,3000,1,,Jeeralang PS,N_3918,560,1,700,0.01
L325,N_3418,N_3986,1,0,0.04028777,0,3000,35,-24.82142857,AC,,4,9,3000,1299.646961,Swap,1299.646961,0,,Bald Hills-Toora-Wonthaggi WF,N_3986,139,1,173.75,0.04028777
L326,N_3114,N_3914,1,0,0.028571429,0,3000,35,-35,AC,,1,9,3000,1832.595715,Swap,1832.595715,0,,Portland-Codrington-Yambuk WF,N_3914,196,1,245,0.028571429
L327,N_3415,N_3915,1,0,0.01627907,0,3000,35,-61.42857143,AC,,4,9,3000,3216.392479, ,3000,1,,Laverton North PS,N_3915,344,1,430,0.01627907
L328,N_3415,N_3985,1,0,0.010980392,0,3000,35,-91.07142857,AC,,4,9,3000,4768.488849, ,3000,1,,Newport PS,N_3985,510,1,637.5,0.010980392
L329,N_3119,N_3980,1,0,0.002440087,0,3000,35,-409.8214286,AC,,1,9,3000,21458.19982, ,3000,1,,Loy Yang A PS,N_3980,2295,1,2868.75,0.002440087
L330,N_3119,N_3981,1,0,0.004666667,0,3000,35,-214.2857143,AC,,1,9,3000,11219.97376, ,3000,1,,Loy Yang B PS,N_3981,1200,1,1500,0.004666667
L331,N_3119,N_3982,1,0,0.015555556,0,3000,35,-64.28571429,AC,,1,9,3000,3365.992129, ,3000,1,,Valley PS,N_3982,360,1,450,0.015555556
L332,N_3412,N_3912,1,0,0.011045365,0,3000,35,-90.53571429,AC,,4,9,3000,4740.438915, ,3000,1,,Macarthur-Mortons-Oaklands WF,N_3912,507,1,633.75,0.011045365
L333,N_3402,N_3902,1,0,0.032941176,0,3000,35,-30.35714286,AC,,4,9,3000,1589.496283,Swap,1589.496283,0,,Somerton PS,N_3902,170,1,212.5,0.032941176
L334,N_3471,N_3923,1,0,0.019047619,0,3000,35,-52.5,AC,,4,9,3000,2748.893572,Swap,2748.893572,0,,Ararat - Challicum Hills WF,N_3923,294,1,367.5,0.019047619
L335,N_3429,N_3929,1,0,0.0035,0,3000,35,-285.7142857,AC,,4,9,3000,14959.96502, ,3000,1,,Yallourn W PS,N_3929,1600,1,2000,0.0035
L336,N_3422,N_3922,1,0,0.009621993,0,3000,35,-103.9285714,AC,,4,9,3000,5441.687275, ,3000,1,,Kiewa Hydro Scheme & Dartmouth PS,N_3922,582,1,727.5,0.009621993
L337,N_3423,N_3903,1,0,0.009589041,0,3000,35,-104.2857143,AC,,4,9,3000,5460.387231, ,3000,1,,Mortlake PS,N_3903,584,1,730,0.009589041
L338,N_5314,N_5365,1,0.011163528,0.084167126,0.306115691,900,35,-11.88112325,AC,,3,3,900,622.0941586,Swap,622.0941586,0,,,,,,,
L339,N_5304,N_5312,1,0.002523329,0.027077263,0.167898441,900,35,-36.93135441,AC,,3,3,900,1933.721195, ,900,1,,,,,,,
L340,N_5304,N_5313,1,0.000636134,0.004796117,0.017443469,900,35,-208.5020026,AC,,3,3,900,10917.13933, ,900,1,,,,,,,
L341,N_5304,N_5308,1,0.000725132,0.005467115,0.019883889,900,35,-182.9118134,AC,,3,3,900,9577.240154, ,900,1,,,,,,,
L342,N_5366,N_5365,1,0.001870442,0.020307657,0.149635364,900,35,-49.24251088,AC,,3,3,900,2578.331841, ,900,1,,,,,,,
L343,N_5366,N_5365,1,0.001870442,0.020307657,0.149635364,900,35,-49.24251088,AC,,3,3,900,2578.331841, ,900,1,,,,,,,
L344,N_5365,N_5330,1,0.010318944,0.11073021,0.686606681,900,35,-9.030959088,AC,,3,3,900,472.8599121,Swap,472.8599121,0,,,,,,,
L345,N_5305,N_5307,1,0.0002,0.0018,0.72,900,35,-555.5555556,AC,,3,3,900,29088.82087, ,900,1,,,,,,,
L346,N_5313,N_5307,1,0.001067452,0.01145458,0.071026607,900,35,-87.30132374,AC,,3,3,900,4571.086622, ,900,1,,,,,,,
L347,N_5313,N_5308,1,0.000700465,0.005281136,0.019207484,900,35,-189.3531855,AC,,3,3,900,9914.509608, ,900,1,,,,,,,
L348,N_5306,N_5312,1,0.000555244,0.004186249,0.015225381,900,35,-238.8773226,AC,,3,3,900,12507.58736, ,900,1,,,,,,,
L349,N_5306,N_5309,1,0.000739542,0.005575758,0.020279021,900,35,-179.3478188,AC,,3,3,900,9390.629834, ,900,1,,,,,,,
L350,N_5307,N_5340,1,0.001579437,0.011908125,0.04330983,900,35,-83.97627601,AC,,3,3,900,4396.98753, ,900,1,,,,,,,
L351,N_5307,N_5312,1,0.001453497,0.015597142,0.09671346,900,35,-64.11431088,AC,,3,3,900,3357.017468, ,900,1,,,,,,,
L352,N_5309,N_5312,1,0.000886989,0.006687431,0.024322174,900,35,-149.5342585,AC,,3,3,900,7829.595465, ,900,1,,,,,,,
